TIMESTAMP,NEE,VPD,USTAR,TA,SW_IN,H,LE
201001010030,-9999,1.3703,-9999,6.41,-2.02,-9999,-9999
201001010100,-9999,1.30234,-9999,6.35,-2.02,-9999,-9999
201001010130,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010200,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010230,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010300,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010330,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010400,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010430,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010500,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010530,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010600,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010630,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010700,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010730,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010800,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010830,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001010900,-9999,1.53895,-9999,7.44,68.9,-9999,-9999
201001010930,-9999,1.62057,-9999,7.78,-9999,-9999,-9999
201001011000,-9999,1.70392,-9999,8.11,-9999,-9999,-9999
201001011030,-9999,1.79132,-9999,8.45,121.66,-9999,-9999
201001011100,-9999,2.08963,-9999,9.07,245.95,-9999,-9999
201001011130,-9999,2.49776,-9999,9.57,137.64,-9999,-9999
201001011200,-9999,2.55148,-9999,9.83,83.01,-9999,-9999
201001011230,-9999,2.85937,-9999,10.33,115.99,-9999,-9999
201001011300,-9999,3.22971,-9999,10.9,119.54,-9999,-9999
201001011330,-9999,3.80729,-9999,11.51,170.5,-9999,-9999
201001011400,-9999,4.00302,-9999,11.89,307.23,-9999,-9999
201001011430,-9999,4.44187,-9999,12.32,326.41,-9999,-9999
201001011500,-9999,4.622,-9999,12.59,301.48,-9999,-9999
201001011530,-9999,5.03657,-9999,12.89,236.76,-9999,-9999
201001011600,-9999,4.9876,-9999,12.66,171.06,-9999,-9999
201001011630,-9999,4.61699,-9999,12.43,93.47,-9999,-9999
201001011700,-9999,4.30521,-9999,11.88,29.48,-9999,-9999
201001011730,-9999,3.77865,-9999,11.14,2.09,-9999,-9999
201001011800,-9999,3.43762,-9999,10.62,-2.02,-9999,-9999
201001011830,-9999,3.57018,-9999,10.42,-2.02,-9999,-9999
201001011900,-9999,2.88231,-9999,9.51,-2.02,-9999,-9999
201001011930,-9999,2.38978,-9999,8.83,-2.02,-9999,-9999
201001012000,-9999,2.32332,-9999,8.79,-2.02,-9999,-9999
201001012030,-9999,2.13924,-9999,8.63,-1.68,-9999,-9999
201001012100,-9999,2.13345,-9999,8.59,-2.02,-9999,-9999
201001012130,-9999,1.89624,-9999,8.21,-2.03,-9999,-9999
201001012200,-9999,1.80894,-9999,8.12,-2.02,-9999,-9999
201001012230,-9999,1.41338,-9999,7.37,-2.05,-9999,-9999
201001012300,-9999,1.32546,-9999,7.24,-2.02,-9999,-9999
201001012330,-9999,0.857956,-9999,6.9,-2.02,-9999,-9999
201001020000,-9999,0.759808,-9999,6.55,-9999,-9999,-9999
201001020030,-9999,0.66626,-9999,6.21,-9999,-9999,-9999
201001020100,-9999,0.576205,-9999,5.86,-2.02,-9999,-9999
201001020130,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020200,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020230,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020300,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020330,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020400,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020430,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020500,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020530,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020600,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020630,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020700,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020730,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020800,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020830,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020900,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001020930,-9999,0.86629,-9999,6.43,42.64,-9999,-9999
201001021000,-9999,1.10718,-9999,6.84,67.16,-9999,-9999
201001021030,-9999,1.13094,-9999,7.11,-9999,-9999,-9999
201001021100,-9999,1.15435,-9999,7.37,165.8,-9999,-9999
201001021130,-9999,1.27418,-9999,7.98,224.73,-9999,-9999
201001021200,-9999,1.47178,-9999,8.53,261.01,-9999,-9999
201001021230,-9999,1.51398,-9999,8.66,247.55,-9999,-9999
201001021300,-9999,1.65371,-9999,9,209.13,-9999,-9999
201001021330,-9999,1.75436,-9999,9.35,218.77,-9999,-9999
201001021400,-9999,2.46331,-9999,10.55,364.48,-9999,-9999
201001021430,-9999,2.70714,-9999,10.91,286.73,-9999,-9999
201001021500,-9999,2.45577,-9999,10.66,240.62,-9999,-9999
201001021530,-9999,2.55821,-9999,10.94,210.28,-9999,-9999
201001021600,-9999,2.84807,-9999,11.28,164.77,-9999,-9999
201001021630,-9999,2.63453,-9999,11.01,87.24,-9999,-9999
201001021700,-9999,1.96949,-9999,10.21,26,-9999,-9999
201001021730,-9999,1.66208,-9999,9.75,2.19,-9999,-9999
201001021800,-9999,1.52072,-9999,9.55,-1.99,-9999,-9999
201001021830,-9999,1.37624,-9999,9.33,-2,-9999,-9999
201001021900,-9999,1.22573,-9999,9.13,-1.99,-9999,-9999
201001021930,-9999,1.21567,-9999,9.05,-1.93,-9999,-9999
201001022000,-9999,1.24143,-9999,9,-1.94,-9999,-9999
201001022030,-9999,1.25814,-9999,8.94,-1.68,-9999,-9999
201001022100,-9999,1.25305,-9999,8.88,-1.69,-9999,-9999
201001022130,-9999,1.30457,-9999,8.87,-1.45,-9999,-9999
201001022200,-9999,1.28114,-9999,8.81,-1.92,-9999,-9999
201001022230,-9999,1.37132,-9999,8.78,-1.9,-9999,-9999
201001022300,-9999,1.3947,-9999,8.74,-1.76,-9999,-9999
201001022330,-9999,1.329,-9999,8.6,-1.83,-9999,-9999
201001030000,-9999,1.36795,-9999,8.55,-1.3,-9999,-9999
201001030030,-9999,1.3402,-9999,8.49,-1.21,-9999,-9999
201001030100,-9999,1.22257,-9999,8.33,-1.83,-9999,-9999
201001030130,-9999,1.14885,-9999,8.16,-1.18,-9999,-9999
201001030200,-9999,1.06387,-9999,8.11,-1.46,-9999,-9999
201001030230,-9999,1.02545,-9999,8.04,-0.25,-9999,-9999
201001030300,-9999,1.12409,-9999,8.12,-1.12,-9999,-9999
201001030330,-9999,1.29995,-9999,8.09,-9999,-9999,-9999
201001030400,-9999,1.30376,-9999,8.06,-9999,-9999,-9999
201001030430,-9999,1.39143,-9999,8.03,-9999,-9999,-9999
201001030500,-9999,1.3682,-9999,8,-9999,-9999,-9999
201001030530,-9999,1.22084,-9999,7.97,-1.01,-9999,-9999
201001030600,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001030630,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001030700,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001030730,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001030800,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001030830,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001030900,-9999,0.430364,-9999,7.22,59.79,-9999,-9999
201001030930,-9999,0.384122,-9999,7.28,-9999,-9999,-9999
201001031000,-9999,0.337491,-9999,7.34,-9999,-9999,-9999
201001031030,-9999,0.289438,-9999,7.4,-9999,-9999,-9999
201001031100,-9999,0.241853,-9999,7.45,63.63,-9999,-9999
201001031130,-9999,0.221205,-9999,7.52,-9999,-9999,-9999
201001031200,-9999,0.201396,-9999,7.59,-9999,-9999,-9999
201001031230,-9999,0.180342,-9999,7.66,29.79,-9999,-9999
201001031300,-9999,0.174265,-9999,7.59,-9999,-9999,-9999
201001031330,-9999,0.169279,-9999,7.52,65.98,-9999,-9999
201001031400,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001031430,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001031500,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001031530,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001031600,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001031630,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001031700,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001031730,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001031800,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001031830,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001031900,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001031930,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001032000,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001032030,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001032100,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001032130,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001032200,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001032230,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001032300,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001032330,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040000,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040030,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040100,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040130,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040200,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040230,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040300,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040330,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040400,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040430,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040500,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040530,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040600,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040630,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040700,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040730,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040800,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040830,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001040900,-9999,0.273094,-9999,9.05,18.18,-9999,-9999
201001040930,-9999,0.284231,-9999,9.09,-9999,-9999,-9999
201001041000,-9999,0.295626,-9999,9.14,-9999,-9999,-9999
201001041030,-9999,0.306887,-9999,9.18,-9999,-9999,-9999
201001041100,-9999,0.318421,-9999,9.23,-9999,-9999,-9999
201001041130,-9999,0.330029,-9999,9.28,22.22,-9999,-9999
201001041200,-9999,0.314253,-9999,9.42,-9999,-9999,-9999
201001041230,-9999,0.298347,-9999,9.57,53.53,-9999,-9999
201001041300,-9999,0.295919,-9999,9.81,207,-9999,-9999
201001041330,-9999,0.395159,-9999,10.22,241.49,-9999,-9999
201001041400,-9999,0.570782,-9999,10.48,143.2,-9999,-9999
201001041430,-9999,0.646481,-9999,10.5,114.64,-9999,-9999
201001041500,-9999,0.65636,-9999,10.61,125.28,-9999,-9999
201001041530,-9999,0.596932,-9999,10.66,94.82,-9999,-9999
201001041600,-9999,0.574208,-9999,10.67,25.62,-9999,-9999
201001041630,-9999,0.37924,-9999,10.33,2.22,-9999,-9999
201001041700,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001041730,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001041800,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001041830,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001041900,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001041930,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001042000,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001042030,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001042100,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001042130,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001042200,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001042230,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001042300,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001042330,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050000,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050030,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050100,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050130,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050200,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050230,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050300,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050330,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050400,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050430,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050500,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050530,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050600,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050630,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050700,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050730,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050800,-9999,-9999,-9999,-9999,-9999,-9999,-9999
201001050830,-9999,0.0647376,-9999,8.08,59.08,-9999,-9999
201001050900,-9999,0.0686316,-9999,7.99,57.82,-9999,-9999
201001050930,-9999,0.0683665,-9999,8.4,104.36,-9999,-9999
201001051000,-9999,0.125676,-9999,8.79,126.19,-9999,-9999
201001051030,-9999,0.161472,-9999,9.17,149.87,-9999,-9999
201001051100,-9999,0.159469,-9999,9.64,239.22,-9999,-9999
201001051130,-9999,0.391895,-9999,10.43,207.51,-9999,-9999
201001051200,-9999,1.37915,-9999,11.56,330.14,-9999,-9999
201001051230,-9999,2.68411,-9999,11.93,357.49,-9999,-9999
201001051300,-9999,2.75663,-9999,11.83,351.17,-9999,-9999
201001051330,-9999,3.16971,-9999,12.39,305.8,-9999,-9999
201001051400,-9999,3.4763,-9999,12.91,338.04,-9999,-9999
201001051430,-9999,4.84988,-9999,14.02,292.4,-9999,-9999
201001051500,-9999,5.33728,-9999,14.11,304.53,-9999,-9999
201001051530,-9999,5.84802,-9999,14.23,268.03,-9999,-9999
201001051600,-9999,6.14025,-9999,14.08,244.13,-9999,-9999
201001051630,-9999,5.72146,-9999,13.53,144.88,-9999,-9999
201001051700,-9999,5.14029,-9999,12.77,44.15,-9999,-9999
201001051730,-9999,4.19371,-9999,11.66,3.62,-9999,-9999
201001051800,-9999,4.01591,-9999,11.15,-2.02,-9999,-9999
201001051830,-9999,3.71205,-9999,10.71,-2.02,-9999,-9999
201001051900,-9999,3.34045,-9999,10.37,-2.03,-9999,-9999
201001051930,-9999,3.05841,-9999,10.15,-2.02,-9999,-9999
201001052000,-9999,2.58739,-9999,9.82,-2.03,-9999,-9999
201001052030,-9999,2.1708,-9999,10.07,-2.02,-9999,-9999
201001052100,-9999,1.97618,-9999,9.86,-2.02,-9999,-9999
201001052130,-9999,1.68033,-9999,9.34,-2.02,-9999,-9999
201001052200,-9999,1.27326,-9999,8.55,-2.02,-9999,-9999
201001052230,-9999,1.21891,-9999,8.22,-2.02,-9999,-9999
201001052300,-9999,1.25849,-9999,7.86,-2.02,-9999,-9999
201001052330,-9999,1.20101,-9999,7.4,-2.02,-9999,-9999
201001060000,-9999,1.18384,-9999,7.09,-2.02,-9999,-9999
201001060030,-9999,1.40236,-9999,7.15,-2.02,-9999,-9999
201001060100,-9999,1.34267,-9999,6.9,-2.02,-9999,-9999
201001060130,-9999,1.43923,-9999,6.86,-2.02,-9999,-9999
201001060200,-9999,1.57278,-9999,6.81,-2.02,-9999,-9999
201001060230,-9999,1.49309,-9999,6.68,-1.99,-9999,-9999
201001060300,-9999,1.61217,-9999,6.88,-1.57,-9999,-9999
201001060330,-9999,1.65899,-9999,6.82,-2.02,-9999,-9999
201001060400,-9999,1.62466,-9999,6.43,-2.02,-9999,-9999
201001060430,-9999,1.49613,-9999,5.95,-2.02,-9999,-9999
201001060500,-9999,1.5979,-9999,5.48,-2.02,-9999,-9999
201001060530,-9999,1.72183,-9999,5.06,-2.02,-9999,-9999
201001060600,-9999,1.64267,-9999,4.57,-2.03,-9999,-9999
201001060630,-9999,1.52187,-9999,4.12,-2.03,-9999,-9999
201001060700,-9999,1.50378,-9999,3.95,-2.02,-9999,-9999
201001060730,-9999,1.70413,-9999,4.08,-2.02,-9999,-9999
201001060800,-9999,1.63972,-9999,3.85,5.73,-9999,-9999
201001060830,-9999,1.73844,-9999,4.14,54.1,-9999,-9999
201001060900,-9999,1.90714,-9999,4.49,101.82,-9999,-9999
201001060930,-9999,2.46515,-9999,5.64,203.73,-9999,-9999
201001061000,-9999,2.95447,-9999,6.35,264.3,-9999,-9999
201001061030,-9999,2.91633,-9999,6.37,202.43,-9999,-9999
201001061100,-9999,3.02159,-9999,6.69,198.69,-9999,-9999
201001061130,-9999,3.15838,-9999,6.71,180.01,-9999,-9999
201001061200,-9999,3.70233,-9999,7.24,344.44,-9999,-9999
201001061230,-9999,4.0837,-9999,7.86,400.39,-9999,-9999
201001061300,-9999,4.77243,-9999,8.53,447.74,-9999,-9999
201001061330,-9999,5.42924,-9999,8.98,388.44,-9999,-9999
201001061400,-9999,5.0383,-9999,8.53,263,-9999,-9999
201001061430,-9999,4.81326,-9999,8.39,223.08,-9999,-9999
201001061500,-9999,4.83165,-9999,8.84,289.87,-9999,-9999
201001061530,-9999,4.77641,-9999,9.42,238.34,-9999,-9999
201001061600,-9999,3.82984,-9999,8.27,105.6,-9999,-9999
201001061630,-9999,3.37182,-9999,7.94,33.32,-9999,-9999
201001061700,-9999,2.43027,-9999,7.31,13.1,-9999,-9999
201001061730,-9999,2.65274,-9999,7.34,0.94,-9999,-9999
201001061800,-9999,2.49505,-9999,7.24,-1.57,-9999,-9999
201001061830,-9999,2.45536,-9999,7.21,-0.94,-9999,-9999
201001061900,-9999,2.51271,-9999,7.13,-1.56,-9999,-9999
201001061930,-9999,2.45299,-9999,7.01,-1.1,-9999,-9999
201001062000,-9999,2.27524,-9999,6.97,-1.64,-9999,-9999
201001062030,-9999,1.86857,-9999,6.68,-1.8,-9999,-9999
201001062100,-9999,1.22348,-9999,6.2,-1.96,-9999,-9999
201001062130,-9999,0.813783,-9999,5.95,-1.44,-9999,-9999
201001062200,-9999,0.734746,-9999,5.79,-1.34,-9999,-9999
201001062230,-9999,0.836391,-9999,5.81,-1.74,-9999,-9999
201001062300,-9999,0.984338,-9999,5.8,-1.69,-9999,-9999
201001062330,-9999,0.793356,-9999,5.6,-1.75,-9999,-9999
201001070000,-9999,0.818712,-9999,5.55,-1.09,-9999,-9999
201001070030,-9999,0.685442,-9999,5.38,-0.06,-9999,-9999
201001070100,-9999,0.485779,-9999,5.2,-0.02,-9999,-9999
201001070130,-9999,0.410065,-9999,5.09,-0.03,-9999,-9999
201001070200,-9999,0.397067,-9999,4.97,-0.02,-9999,-9999
201001070230,-9999,0.369227,-9999,4.87,-0.07,-9999,-9999
201001070300,-9999,0.315155,-9999,4.81,-0.22,-9999,-9999
201001070330,-9999,0.307833,-9999,4.87,-0.13,-9999,-9999
201001070400,-9999,0.290485,-9999,4.91,-0.11,-9999,-9999
201001070430,-9999,0.277284,-9999,4.9,-0.95,-9999,-9999
201001070500,-9999,0.285083,-9999,4.9,-0.66,-9999,-9999
201001070530,-9999,0.305192,-9999,4.99,-0.31,-9999,-9999
201001070600,-9999,0.423837,-9999,5.17,-1.92,-9999,-9999
201001070630,-9999,0.529874,-9999,5.22,-1.83,-9999,-9999
201001070700,-9999,0.590885,-9999,5.26,-2.02,-9999,-9999
201001070730,-9999,0.53662,-9999,5.14,-1.43,-9999,-9999
201001070800,-9999,0.483544,-9999,5.16,2.04,-9999,-9999
201001070830,-9999,0.517136,-9999,5.26,14.68,-9999,-9999
201001070900,-9999,0.541985,-9999,5.33,33.91,-9999,-9999
201001070930,-9999,0.549718,-9999,5.51,67.12,-9999,-9999
201001071000,-9999,0.71708,-9999,5.88,64.24,-9999,-9999
201001071030,-9999,0.7337,-9999,5.97,116.53,-9999,-9999
201001071100,-9999,0.977106,-9999,6.43,192.66,-9999,-9999
201001071130,-9999,1.5996,-9999,7.25,279.87,-9999,-9999
201001071200,-9999,1.98092,-9999,7.67,231.18,-9999,-9999
201001071230,-9999,2.23846,-9999,7.68,220.68,-9999,-9999
201001071300,-9999,2.20155,-9999,7.54,139.46,-9999,-9999
201001071330,-9999,2.32869,-9999,7.47,165.38,-9999,-9999
201001071400,-9999,2.2087,-9999,7.28,85.41,-9999,-9999
201001071430,-9999,2.21844,-9999,7.25,80.21,-9999,-9999
201001071500,-9999,2.39402,-9999,7.37,85.11,-9999,-9999
201001071530,-9999,2.33497,-9999,7.38,48.33,-9999,-9999
201001071600,-9999,2.21722,-9999,7.37,31.67,-9999,-9999
201001071630,-9999,1.68022,-9999,7.18,31.82,-9999,-9999
201001071700,-9999,1.42528,-9999,6.9,24.93,-9999,-9999
201001071730,-9999,1.47081,-9999,6.17,2.69,-9999,-9999
201001071800,-9999,1.30359,-9999,5.31,-2.02,-9999,-9999
201001071830,-9999,0.974793,-9999,4.66,-2.02,-9999,-9999
201001071900,-9999,0.773015,-9999,4.26,-2.02,-9999,-9999
201001071930,-9999,0.688735,-9999,3.86,-2.06,-9999,-9999
201001072000,-9999,0.785902,-9999,3.84,-2.45,-9999,-9999
201001072030,-9999,0.872913,-9999,3.79,-2.14,-9999,-9999
201001072100,-9999,0.879275,-9999,3.47,-2.47,-9999,-9999
201001072130,-9999,1.10497,-9999,3.49,-2.05,-9999,-9999
201001072200,-9999,1.19347,-9999,3.34,-2.56,-9999,-9999
201001072230,-9999,1.58003,-9999,3.57,-3.32,-9999,-9999
201001072300,-9999,1.35017,-9999,2.86,-2.35,-9999,-9999
201001072330,-9999,1.29854,-9999,2.62,-3.73,-9999,-9999
201001080000,-9999,0.946653,-9999,1.97,-3.01,-9999,-9999
201001080030,-9999,1.96193,-9999,2.38,-2.05,-9999,-9999
201001080100,-9999,3.59163,-9999,3.66,-2.47,-9999,-9999
201001080130,-9999,4.95632,-9999,4.99,-2.9,-9999,-9999
201001080200,-9999,3.98276,-9999,3.65,-3.86,-9999,-9999
201001080230,-9999,3.77056,-9999,3.27,-2.83,-9999,-9999
201001080300,-9999,3.80308,-9999,3.4,-2.83,-9999,-9999
201001080330,-9999,4.20805,-9999,4.09,-2.1,-9999,-9999
201001080400,-9999,4.19664,-9999,4.21,-2.03,-9999,-9999
201001080430,-9999,3.87415,-9999,3.77,-2.02,-9999,-9999
201001080500,-9999,4.09281,-9999,4,-2.02,-9999,-9999
201001080530,-9999,4.04077,-9999,3.72,-2.02,-9999,-9999
201001080600,-9999,3.8184,-9999,3.35,-2.02,-9999,-9999
201001080630,-9999,3.87197,-9999,3.33,-9999,-9999,-9999
201001080700,-9999,3.92816,-9999,3.32,-9999,-9999,-9999
201001080730,-9999,3.98145,-9999,3.3,-9999,-9999,-9999
201001080800,-9999,4.03744,-9999,3.29,24.24,-9999,-9999
201001080830,-9999,4.34049,-9999,3.37,87.67,-9999,-9999
201001080900,-9999,4.69105,-9999,4.29,127.8,-9999,-9999
201001080930,-9999,4.93217,-9999,4.91,202.39,-9999,-9999
201001081000,-9999,5.20049,-9999,5.41,266.18,-9999,-9999
201001081030,-9999,5.39139,-9999,5.83,326.61,-9999,-9999
201001081100,-9999,5.66175,-9999,6.25,375.4,-9999,-9999
201001081130,-9999,6.24406,-9999,7.02,407.64,-9999,-9999
201001081200,-9999,6.59219,-9999,7.4,428.17,-9999,-9999
201001081230,-9999,6.80884,-9999,7.59,433.56,-9999,-9999
201001081300,-9999,6.83806,-9999,7.59,431.53,-9999,-9999
201001081330,-9999,6.74579,-9999,7.58,417.09,-9999,-9999
201001081400,-9999,7.14567,-9999,7.74,392.04,-9999,-9999
201001081430,-9999,7.22659,-9999,8.04,358.04,-9999,-9999
201001081500,-9999,7.28245,-9999,7.99,311.39,-9999,-9999
201001081530,-9999,6.76112,-9999,7.38,145.7,-9999,-9999
201001081600,-9999,6.85953,-9999,7.8,186.43,-9999,-9999
201001081630,-9999,6.57339,-9999,7.29,78.02,-9999,-9999
201001081700,-9999,6.26241,-9999,7.03,43.89,-9999,-9999
201001081730,-9999,4.80787,-9999,5.42,4.69,-9999,-9999
201001081800,-9999,4.43099,-9999,4.57,-2.19,-9999,-9999
201001081830,-9999,5.11094,-9999,5.27,-2.27,-9999,-9999
201001081900,-9999,5.03837,-9999,5.17,-2.78,-9999,-9999
201001081930,-9999,4.75523,-9999,4.78,-2.82,-9999,-9999
201001082000,-9999,4.57916,-9999,4.57,-2.5,-9999,-9999
201001082030,-9999,4.31273,-9999,4.28,-2.61,-9999,-9999
201001082100,-9999,4.94466,-9999,5.06,-2.82,-9999,-9999
201001082130,-9999,4.90244,-9999,4.96,-2.58,-9999,-9999
201001082200,-9999,5.03041,-9999,4.98,-2.33,-9999,-9999
201001082230,-9999,4.93313,-9999,4.83,-2.76,-9999,-9999
201001082300,-9999,4.20761,-9999,3.94,-3.58,-9999,-9999
201001082330,-9999,3.18405,-9999,2.71,-2.98,-9999,-9999
201001090000,-9999,3.35099,-9999,2.75,-2.13,-9999,-9999
201001090030,-9999,3.79303,-9999,3.38,-2.2,-9999,-9999
201001090100,-9999,4.68203,-9999,4.25,-2.29,-9999,-9999
201001090130,-9999,4.20371,-9999,3.71,-3.23,-9999,-9999
201001090200,-9999,4.2555,-9999,3.57,-2.49,-9999,-9999
201001090230,-9999,4.15814,-9999,3.47,-3.55,-9999,-9999
201001090300,-9999,3.13972,-9999,2.19,-3.51,-9999,-9999
201001090330,-9999,2.72016,-9999,1.55,-3.54,-9999,-9999
201001090400,-9999,2.55784,-9999,1.16,-2.62,-9999,-9999
201001090430,-9999,3.05947,-9999,1.86,-3.01,-9999,-9999
201001090500,-9999,2.71659,-9999,1.18,-2.86,-9999,-9999
201001090530,-9999,2.37366,-9999,0.59,-3.58,-9999,-9999
201001090600,-9999,2.15896,-9999,0.19,-3.7,-9999,-9999
201001090630,-9999,2.09809,-9999,-0.12,-2.17,-9999,-9999
201001090700,-9999,1.61507,-9999,-1.03,-3.9,-9999,-9999
201001090730,-9999,1.35861,-9999,-1.61,-2.75,-9999,-9999
201001090800,-9999,2.33061,-9999,0.84,7.9,-9999,-9999
201001090830,-9999,2.79792,-9999,1.88,56.63,-9999,-9999
201001090900,-9999,2.82775,-9999,2.19,130.61,-9999,-9999
201001090930,-9999,3.46283,-9999,3.45,203.83,-9999,-9999
201001091000,-9999,3.60386,-9999,3.68,267.77,-9999,-9999
201001091030,-9999,3.74952,-9999,4.29,328.51,-9999,-9999
201001091100,-9999,4.16514,-9999,4.98,380.72,-9999,-9999
201001091130,-9999,4.6942,-9999,5.77,415.8,-9999,-9999
201001091200,-9999,4.7951,-9999,6.06,438.29,-9999,-9999
201001091230,-9999,4.7771,-9999,6.26,445.35,-9999,-9999
